2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Waltham - James Fitzgerald Elementary School,03080060,      27,  16.2,        437,  50.3,  49.7,  23.6,  12.8,27
Waltham - John F Kennedy Middle,03080404,      38,  14.6,        514,  48.2,  51.8,  15.2,  16.1,30.5
Waltham - John W. McDevitt Middle School,03080415,      35,  18.9,        625,  50.9,  49.1,  11.8,  18.7,30.9
Waltham - Northeast Elementary School,03080040,      30,  16.0,        479,  49.5,  50.5,  26.1,  12.5,35.9
Waltham - Thomas R Plympton Elementary School,03080050,      27,  15.7,        425,  47.3,  52.7,  32.7,  15.3,37.6
Waltham - Waltham Public Schools Dual Language Program,03080001,       4,  19.5,         78,  39.7,  60.3,  53.8,   2.6,28.2
Waltham - Waltham Sr High,03080505,      93,  17.6,"      1,569",  46.5,  53.5,  18.2,  10.8,30.9
Waltham - William F. Stanley Elementary School,03080005,      30,  13.1,        393,  44.5,  55.5,  33.3,  22.1,34.1
Ware - Stanley M Koziol Elementary School,03090020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Ware - Ware Junior/Senior High School,03090505,      37,  16.3,        445,  49.2,  50.8,   0.9,  16.2,43.8
Ware - Ware Middle School,03090305,      14,  23.6,        331,  51.4,  48.6,   1.2,  15.4,46.2
Wareham - John William Decas,03100003,      36,  16.0,        577,  48.7,  51.3,   2.3,  22.0,57.4
Wareham - Minot Forest,03100017,      24,  16.8,        404,  51.0,  49.0,   0.7,  22.8,51.5
Wareham - Wareham Cooperative Alternative School,03100315,       9,   7.7,         52,  44.2,  55.8,   0.0,  19.2,48.1
Wareham - Wareham Middle,03100305,      51,  15.0,        677,  46.4,  53.6,   0.4,  25.1,51.6
Wareham - Wareham Senior High,03100505,      61,   9.7,        489,  49.9,  49.9,   0.6,  23.5,37
Watertown - Cunniff,03140015,      16,  19.1,        305,  45.9,  54.1,  11.1,  22.3,21.3
Watertown - Hosmer,03140020,      29,  20.0,        580,  51.2,  48.8,  20.7,  15.5,22.6
Watertown - James Russell Lowell,03140025,      22,  18.9,        415,  49.9,  50.1,  14.2,  19.5,25.3
Watertown - Watertown High,03140505,      55,  13.7,        671,  50.1,  49.8,   6.0,  20.4,24.3
Watertown - Watertown Middle,03140305,      35,  18.7,        536,  49.4,  50.6,   6.3,  20.5,25.2
Wayland - Claypit Hill School,03150005,      27,  20.3,        549,  50.6,  49.4,   4.6,  18.2,4.6
Wayland - Happy Hollow School,03150015,      18,  21.7,        390,  45.6,  54.4,   4.9,  17.2,6.7
Wayland - Loker School,03150020,      14,  20.6,        289,  45.3,  54.7,   9.3,  12.8,5.2
Wayland - Wayland High School,03150505,      47,  19.2,        859,  48.2,  51.8,   1.7,  20.3,5
Wayland - Wayland Middle School,03150305,      39,  16.9,        641,  50.4,  49.6,   2.8,  18.3,6.6
Webster - Bartlett High School,03160505,      30,  15.1,        417,  45.8,  54.2,   3.8,  15.8,41.2
Webster - Park Avenue Elementary,03160015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Webster - Webster Middle School,03160315,      26,  22.8,        592,  54.7,  45.3,   4.2,  19.3,48.3
Wellesley - Ernest F Upham,03170050,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wellesley - Hunnewell,03170025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wellesley - John D Hardy,03170020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wellesley - Joseph E Fiske,03170015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wellesley - Katharine Lee Bates,03170005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wellesley - Schofield,03170045,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wellesley - Sprague Elementary School,03170048,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Wellesley - Wellesley Middle,03170305,      82,  15.4,"      1,115",  49.4,  50.6,   2.2,  14.3,4.8
Wellesley - Wellesley Sr High,03170505,      85,  18.7,"      1,515",  51.0,  49.0,   0.7,  14.1,6.5
Wellfleet - Wellfleet Elementary,03180005,       7,  14.0,         98,  52.0,  48.0,   2.0,  13.3,32.7
West Boylston - Major Edwards Elementary,03220005,      22,  19.4,        423,  49.9,  50.1,   6.1,  18.9,21.5
West Boylston - West Boylston Junior/Senior High,03220505,      39,  13.7,        483,  52.8,  47.2,   1.0,  11.2,17.8
West Bridgewater - Howard School,03230305,      12,  23.9,        287,  54.0,  46.0,   0.7,  10.8,19.5
West Bridgewater - Rose L Macdonald,03230003,      12,  20.7,        248,  50.0,  50.0,   2.0,  10.5,14.5
West Bridgewater - Spring Street School,03230005,       4,  19.5,         78,  47.4,  52.6,   3.8,  10.3,14.1
West Bridgewater - West Bridgewater Junior/Senior,03230505,      49,  18.8,        633,  52.8,  47.2,   1.1,   6.3,13.3
West Springfield - 21st Century Skills Academy,03320515,       2,   6.0,         10,  50.0,  50.0,   0.0,  30.0,70
West Springfield - Cowing Early Childhood,03320001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
West Springfield - John Ashley,03320005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
West Springfield - John R Fausey,03320010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
West Springfield - Memorial,03320025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
West Springfield - Mittineague,03320030,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
West Springfield - Philip G Coburn,03320007,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
West Springfield - Tatham,03320040,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
West Springfield - West Springfield High,03320505,      93,  14.2,"      1,187",  48.4,  51.6,   8.8,  17.3,37.2
West Springfield - West Springfield Middle,03320305,      87,  15.9,        969,  45.5,  54.5,   9.9,  19.0,45
Westborough - Annie E Fales,03210010,      17,  19.9,        338,  51.8,  48.2,  13.6,  18.0,6.8
Westborough - Elsie A Hastings Elementary,03210025,      19,  19.4,        368,  51.4,  48.6,  33.4,  16.6,12.5
Westborough - J Harding Armstrong,03210005,      22,  19.0,        419,  45.3,  54.7,  22.0,  11.5,5
Westborough - Mill Pond School,03210045,      45,  21.0,        943,  51.9,  48.1,   5.8,  16.3,7.4
Westborough - Sarah W Gibbons Middle,03210305,      35,  18.4,        612,  49.2,  50.8,   5.4,  14.5,10
Westborough - Westborough High,03210505,      67,  18.2,"      1,118",  49.3,  50.6,   2.2,   9.6,7.3
Westfield - Abner Gibbs,03250020,      11,  20.7,        228,  51.3,  48.7,   0.9,   8.3,48.2
Westfield - Fort Meadow Early Childhood Center,03250003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Westfield - Franklin Ave,03250015,      12,  19.8,        238,  54.6,  45.4,   3.8,  15.1,63.9
Westfield - Highland,03250025,      20,  19.0,        380,  46.6,  53.4,  45.3,  15.0,62.4
Westfield - Munger Hill,03250033,      22,  17.5,        385,  49.9,  50.1,   0.5,  20.5,23.4
Westfield - North Middle School,03250305,      39,  18.0,        659,  49.6,  50.4,   0.3,  18.5,25.2
Westfield - Paper Mill,03250036,      23,  17.4,        398,  47.2,  52.8,   2.5,  14.8,40.5
Westfield - Russell Elementary School,03250055,       9,  17.7,        159,  48.4,  51.6,   0.0,  17.0,25.2
Westfield - South Middle School,03250310,      44,  14.5,        591,  47.4,  52.6,   9.3,  21.8,43.7
Westfield - Southampton Road,03250040,      24,  17.2,        413,  50.4,  49.6,   2.4,  14.8,34.9
Westfield - Westfield High,03250505,      73,  17.0,"      1,115",  55.0,  44.9,   3.9,  12.2,23.1
Westfield - Westfield Technical Academy,03250605,      38,  15.1,        536,  38.2,  61.8,   0.6,  26.9,32.5
Westford - Abbot Elementary,03260004,      19,  19.2,        365,  50.4,  49.6,   0.3,  15.3,6.8
Westford - Blanchard Middle,03260310,      33,  18.1,        590,  47.3,  52.7,   0.8,  14.7,5.3
Westford - Col John Robinson,03260025,      16,  18.3,        292,  48.6,  51.4,   4.5,  11.3,5.8
Westford - Day Elementary,03260007,      18,  20.0,        360,  49.4,  50.6,   1.1,  15.6,6.4
Westford - John A. Crisafulli Elementary School,03260045,      19,  18.1,        344,  52.3,  47.7,   0.9,  13.4,4.9
Westford - Millennium Elementary,03260013,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Westford - Nabnasset,03260015,      18,  18.6,        335,  48.7,  51.3,   1.5,  13.1,6
Westford - Rita E. Miller Elementary School,03260055,      19,  17.5,        333,  49.8,  50.2,   7.8,  19.2,7.2
Westford - Stony Brook School,03260330,      35,  18.5,        646,  48.0,  52.0,   0.0,  13.9,5.6
Westford - Westford Academy,03260505,      92,  19.8,"      1,682",  49.1,  50.9,   0.3,  10.0,4
Westhampton - Westhampton Elementary School,03270005,       7,  15.7,        110,  48.2,  50.9,   0.9,  19.1,11.8
Weston - Country,03300010,       3,   7.3,         22,  72.7,  27.3,   4.5,   4.5,31.8
Weston - Field Elementary School,03300012,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weston - Weston High,03300505,      42,  14.6,        566,  47.7,  52.3,   2.1,  17.8,5.1
Weston - Weston Middle,03300305,      35,  15.3,        481,  50.3,  49.7,   2.7,  17.9,3.1
Weston - Woodland,03300015,       3,  10.0,         30,  60.0,  40.0,   3.3,  20.0,10
Westport - Alice A Macomber,03310015,      23,  16.7,        385,  45.5,  54.5,   2.6,  22.6,27
Westport - Westport Elementary,03310030,      27,  18.5,        499,  45.7,  54.3,   0.6,  18.4,22.8
Westport - Westport Junior/Senior High School,03310515,      42,  15.5,        530,  44.9,  55.1,   0.0,  12.1,19.8
Westwood - Deerfield School,03350010,      12,  17.1,        205,  40.5,  59.5,   3.4,  19.0,3.4
Westwood - Downey,03350012,      12,  21.5,        258,  41.5,  58.5,   2.7,  22.9,8.5
Westwood - E W Thurston Middle,03350305,      41,  19.2,        787,  50.7,  49.3,   0.6,  18.3,4.8
Westwood - Martha Jones,03350017,      16,  18.4,        294,  49.7,  50.3,   0.0,  11.2,4.1
Westwood - Paul Hanlon,03350015,      12,  18.3,        220,  47.7,  52.3,   1.8,  17.7,6.4
Westwood - Westwood High,03350505,      54,  19.9,        985,  53.2,  46.7,   0.3,  13.1,3.6
Westwood - Westwood Integrated Preschool,03350050,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Westwood - William E Sheehan,03350025,      17,  18.7,        318,  47.5,  52.5,   1.6,  16.0,3.5
Weymouth - Abigail Adams Middle School,03360310,      48,  18.8,        900,  50.6,  49.4,   2.2,  19.3,30.7
Weymouth - Academy Avenue,03360005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Frederick C Murphy,03360050,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Johnson Early Childhood Center,03360003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Lawrence W Pingree,03360065,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Maria Weston Chapman Middle School,03360020,      89,  15.5,        886,  46.8,  53.0,   2.6,  19.4,27.5
Weymouth - Ralph Talbot,03360085,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Thomas V Nash,03360060,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Thomas W. Hamilton Primary School,03360105,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Wessagusset,03360110,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Weymouth - Weymouth High School,03360505,     123,  16.2,"      1,820",  49.1,  50.8,   2.3,  14.0,22.4
Weymouth - William Seach,03360080,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Whately - Whately Elementary,03370005,       7,  17.1,        120,  53.3,  46.7,   3.3,  14.2,20.8
Whitman-Hanson - Hanson Middle School,07800315,      22,  17.8,        392,  44.4,  55.6,   0.3,  18.1,17.1
Whitman-Hanson - Indian Head,07800035,      15,  21.2,        318,  49.7,  50.3,   0.3,  18.2,16.7
Whitman-Hanson - John H Duval,07800030,      21,  21.4,        449,  50.1,  49.9,   2.0,  10.7,25.8
Whitman-Hanson - Louise A Conley,07800010,      26,  21.6,        561,  51.3,  48.7,   1.6,  11.4,18.9
Whitman-Hanson - Maquan Elementary,07800025,      15,  20.7,        310,  44.2,  55.8,   0.6,  12.9,16.1
Whitman-Hanson - Whitman Hanson Regional,07800505,      56,  21.5,"      1,134",  52.8,  47.2,   0.8,  12.3,14.7
Whitman-Hanson - Whitman Middle,07800310,      27,  21.2,        573,  43.5,  56.5,   1.0,  12.2,19.9
Whittier Regional Vocational Technical - Whittier Regional Vocational,08850605,      80,  16.4,"      1,244",  45.3,  54.7,   1.0,  21.9,28.5
Williamsburg - Anne T. Dunphy School,03400020,       9,  16.8,        151,  51.0,  49.0,   4.6,  19.9,19.9
Williamstown - Williamstown Elementary,03410010,       7,  18.0,        125,  54.4,  45.6,   0.0,  12.8,16
Wilmington - Boutwell,03420005,      11,  14.5,        159,  52.8,  47.2,   1.9,  20.1,7.5
Wilmington - North Intermediate,03420060,      15,  20.3,        304,  48.4,  51.6,   1.3,  18.1,9.2
Wilmington - Shawsheen Elementary,03420025,      22,  16.1,        344,  49.4,  50.6,   2.0,  20.3,8.1
Wilmington - West Intermediate,03420080,      15,  16.4,        246,  50.8,  49.2,   0.8,  18.7,10.2
Wilmington - Wildwood,03420015,      12,  17.3,        207,  46.4,  53.6,   1.4,  22.2,10.1
Wilmington - Wilmington High,03420505,      57,  16.5,        849,  51.6,  48.4,   0.6,  12.5,7.2
Wilmington - Wilmington Middle School,03420330,      76,  15.3,        830,  47.3,  52.7,   0.5,  20.0,8.3
Wilmington - Woburn Street,03420020,      22,  17.1,        376,  49.5,  50.5,   2.9,  14.6,11.7
Winchendon - Memorial,03430040,       5,  21.0,        105,  50.5,  49.5,   0.0,  17.1,48.6
Winchendon - Murdock Academy for Success,03430405,       1,  33.0,         33,  42.4,  57.6,   0.0,  27.3,57.6
Winchendon - Murdock High School,03430515,      22,  13.6,        278,  47.5,  52.5,   0.7,  20.1,35.3
Winchendon - Murdock Middle School,03430315,      13,  21.4,        278,  48.2,  51.8,   0.4,  13.7,36
Winchendon - Toy Town Elementary,03430050,      14,  20.6,        288,  46.9,  53.1,   1.0,  14.6,39.9
Winchendon - Winchendon PreSchool Program,03430010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Winchester - Ambrose Elementary,03440045,      98,  19.8,        424,  46.0,  54.0,   2.8,  16.7,.9
Winchester - Lincoln Elementary,03440005,      93,  19.3,        403,  51.1,  48.9,   4.2,  12.7,1.2
Winchester - Lynch Elementary,03440020,     105,  19.6,        483,  47.0,  53.0,  12.0,  17.0,7.9
Winchester - McCall Middle,03440305,      52,  21.4,"      1,112",  50.9,  49.1,   1.0,  17.1,4.9
Winchester - Muraco Elementary,03440040,      93,  18.1,        379,  49.1,  50.9,   4.0,  16.4,4.7
Winchester - Vinson-Owen Elementary,03440025,      93,  20.6,        432,  50.2,  49.8,   6.9,  17.6,2.3
Winchester - Winchester High School,03440505,      66,  21.2,"      1,324",  49.8,  50.2,   1.3,  16.3,6.3
Winthrop - Arthur T. Cummings Elementary School,03460020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Winthrop - William P. Gorman/Fort Banks Elementary,03460015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Winthrop - Winthrop High School,03460505,      38,  17.8,        559,  48.7,  51.3,   4.5,  16.6,23.6
Winthrop - Winthrop Middle School,03460305,      43,  17.3,        471,  46.5,  53.5,   5.5,  14.0,25.1
Woburn - Clyde Reeves,03470040,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Woburn - Daniel L Joyce Middle School,03470410,      44,  13.1,        518,  50.0,  50.0,   3.3,  21.2,21.4
Woburn - Daniel P Hurld,03470020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Woburn - Goodyear Elementary School,03470005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Woburn - John F Kennedy Middle School,03470405,      30,  16.0,        481,  52.0,  48.0,   4.4,  18.3,26.6
Woburn - Linscott-Rumford,03470025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Woburn - Malcolm White,03470055,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Woburn - Mary D Altavesta,03470065,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Woburn - Shamrock,03470043,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Woburn - Woburn High,03470505,      74,  18.3,"      1,290",  51.7,  48.3,   5.7,  15.5,20
Woburn - Wyman,03470060,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Worcester - Belmont Street Community,03480020,      24,  26.0,        615,  47.0,  53.0,  52.4,  18.9,81.1
Worcester - Burncoat Middle School,03480405,      41,  16.2,        600,  50.0,  50.0,  19.2,  22.7,54.5
Worcester - Burncoat Senior High,03480503,      72,  14.9,        973,  48.5,  51.5,  28.1,  26.5,52.7
Worcester - Burncoat Street,03480035,      17,  18.4,        312,  49.0,  51.0,  37.2,  25.6,76.3
Worcester - Canterbury,03480045,      18,  21.7,        388,  46.6,  53.4,  50.3,  21.6,74
Worcester - Chandler Elementary Community,03480050,      36,  21.3,        517,  45.8,  54.2,  58.6,  15.9,77.9
Worcester - Chandler Magnet,03480052,      28,  18.3,        472,  52.3,  47.7,  68.9,  18.6,68.6
Worcester - City View,03480053,      26,  19.4,        502,  50.2,  49.8,  43.4,  23.7,73.9
Worcester - Claremont Academy,03480350,      40,  19.4,        533,  51.0,  49.0,  39.0,  11.4,63.4
Worcester - Clark St Community,03480055,      14,  19.6,        274,  47.4,  52.6,  54.4,  21.9,79.9
Worcester - Columbus Park,03480060,      23,  24.0,        547,  46.3,  53.7,  50.1,  21.8,72.8
Worcester - Doherty Memorial High,03480512,      85,  18.4,"      1,458",  46.6,  53.4,  18.7,  18.0,38.4
Worcester - Elm Park Community,03480095,      24,  21.0,        500,  45.4,  54.6,  53.0,  17.2,75.6
Worcester - Flagg Street,03480090,      16,  25.2,        401,  47.4,  52.6,  17.5,  11.7,26.9
Worcester - Forest Grove Middle,03480415,      64,  18.7,        983,  49.2,  50.8,  21.5,  18.3,44.9
Worcester - Francis J McGrath Elementary,03480177,      11,  21.3,        234,  50.4,  49.6,  32.5,  12.0,49.1
