2018 MCAS Achievement Results,,,,,,,,,,,,,,,,
School Name,School Code,Subject,P+A #,P+A %,A #,A %,P #,P %,NI #,NI %,W/F #,W/F %,No. of Students Included,CPI,Ave. SGP,Included In Ave. SGP
Maynard - Maynard High,01740505,ENGLISH LANGUAGE ARTS,78,90,37,43,41,47,9,10,0,0,87,  96.8,  34.6,84
Maynard - Maynard High,01740505,MATHEMATICS,67,76,36,41,31,35,15,17,6,7,88,  87.8,  43.6,85
Maynard - Maynard High,01740505,SCIENCE AND TECH/ENG,49,61,10,13,39,49,29,36,2,3,80,  84.1,N/A,N/A
Medfield - Medfield Senior High,01750505,ENGLISH LANGUAGE ARTS,204,98,154,74,50,24,3,1,1,0,208,  99.4,  53.6,199
Medfield - Medfield Senior High,01750505,MATHEMATICS,200,97,165,80,35,17,5,2,2,1,207,  98.9,  60.0,199
Medfield - Medfield Senior High,01750505,SCIENCE AND TECH/ENG,194,95,122,60,72,35,9,4,1,0,204,  98.8,N/A,N/A
Medford - Medford High,01760505,ENGLISH LANGUAGE ARTS,268,93,161,56,107,37,15,5,6,2,289,  97.0,  58.4,244
Medford - Medford High,01760505,MATHEMATICS,214,75,130,45,84,29,50,17,23,8,287,  88.6,  50.4,246
Medford - Medford High,01760505,SCIENCE AND TECH/ENG,178,68,64,24,114,43,78,30,7,3,263,  87.2,N/A,N/A
Medway - Medway High,01770505,ENGLISH LANGUAGE ARTS,189,98,135,70,54,28,4,2,0,0,193,  99.4,  53.5,186
Medway - Medway High,01770505,MATHEMATICS,178,92,135,70,43,22,10,5,5,3,193,  96.1,  56.3,185
Medway - Medway High,01770505,SCIENCE AND TECH/ENG,162,88,52,28,110,60,20,11,2,1,184,  95.1,N/A,N/A
Melrose - Melrose High,01780505,ENGLISH LANGUAGE ARTS,255,98,157,60,98,38,3,1,2,1,260,  99.3,  38.0,246
Melrose - Melrose High,01780505,MATHEMATICS,219,85,155,60,64,25,25,10,14,5,258,  92.5,  42.1,242
Melrose - Melrose High,01780505,SCIENCE AND TECH/ENG,206,86,112,47,94,39,33,14,1,0,240,  94.9,N/A,N/A
Mendon-Upton - Nipmuc Regional High,07100510,ENGLISH LANGUAGE ARTS,145,97,110,74,35,23,2,1,2,1,149,  99.2,  55.2,136
Mendon-Upton - Nipmuc Regional High,07100510,MATHEMATICS,131,89,101,68,30,20,13,9,4,3,148,  95.8,  53.9,136
Mendon-Upton - Nipmuc Regional High,07100510,SCIENCE AND TECH/ENG,132,92,70,49,62,43,10,7,2,1,144,  96.7,N/A,N/A
Methuen - Methuen High,01810505,ENGLISH LANGUAGE ARTS,408,89,183,40,225,49,37,8,14,3,459,  95.4,  48.5,417
Methuen - Methuen High,01810505,MATHEMATICS,331,72,183,40,148,32,82,18,45,10,458,  86.7,  52.0,417
Methuen - Methuen High,01810505,SCIENCE AND TECH/ENG,282,67,91,21,191,45,111,26,31,7,424,  85.6,N/A,N/A
Middleborough - Middleborough High,01820505,ENGLISH LANGUAGE ARTS,161,95,100,59,61,36,6,4,2,1,169,  98.7,  51.7,156
Middleborough - Middleborough High,01820505,MATHEMATICS,148,88,90,53,58,34,14,8,7,4,169,  94.8,  60.5,154
Middleborough - Middleborough High,01820505,SCIENCE AND TECH/ENG,132,85,62,40,70,45,22,14,2,1,156,  93.8,N/A,N/A
Milford - Milford High,01850505,ENGLISH LANGUAGE ARTS,250,93,169,63,81,30,12,4,8,3,270,  97.6,  57.1,252
Milford - Milford High,01850505,MATHEMATICS,196,73,116,43,80,30,47,17,26,10,269,  88.2,  38.0,251
Milford - Milford High,01850505,SCIENCE AND TECH/ENG,196,77,88,35,108,43,46,18,12,5,254,  91.2,N/A,N/A
Millbury - Millbury Junior/Senior High,01860505,ENGLISH LANGUAGE ARTS,96,88,40,37,56,51,13,12,0,0,109,  96.3,  35.4,99
Millbury - Millbury Junior/Senior High,01860505,MATHEMATICS,89,82,58,53,31,28,17,16,3,3,109,  91.7,  41.9,99
Millbury - Millbury Junior/Senior High,01860505,SCIENCE AND TECH/ENG,65,61,14,13,51,48,41,39,0,0,106,  86.1,N/A,N/A
Millis - Millis High School,01870505,ENGLISH LANGUAGE ARTS,91,95,62,65,29,30,2,2,3,3,96,  97.9,  54.2,92
Millis - Millis High School,01870505,MATHEMATICS,84,89,59,63,25,27,5,5,5,5,94,  94.9,  60.6,90
Millis - Millis High School,01870505,SCIENCE AND TECH/ENG,77,83,29,31,48,52,14,15,2,2,93,  94.1,N/A,N/A
Milton - Milton High,01890505,ENGLISH LANGUAGE ARTS,228,98,139,60,89,38,2,1,3,1,233,  99.1,  47.3,218
Milton - Milton High,01890505,MATHEMATICS,212,91,171,73,41,18,12,5,9,4,233,  95.7,  49.3,218
Milton - Milton High,01890505,SCIENCE AND TECH/ENG,209,93,126,56,83,37,13,6,3,1,225,  97.9,N/A,N/A
Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,ENGLISH LANGUAGE ARTS,117,97,63,52,54,45,3,2,1,1,121,  98.8,  71.3,105
Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,MATHEMATICS,95,78,59,48,36,30,24,20,3,2,122,  91.4,  57.2,104
Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,SCIENCE AND TECH/ENG,89,82,36,33,53,49,17,16,3,3,109,  92.2,N/A,N/A
Mohawk Trail - Mohawk Trail Regional High,07170505,ENGLISH LANGUAGE ARTS,41,93,19,43,22,50,0,0,3,7,44,  97.7,  47.7,39
Mohawk Trail - Mohawk Trail Regional High,07170505,MATHEMATICS,34,74,15,33,19,41,8,17,4,9,46,  90.8,  46.2,40
Mohawk Trail - Mohawk Trail Regional High,07170505,SCIENCE AND TECH/ENG,29,63,8,17,21,46,13,28,4,9,46,  87.0,N/A,N/A
Monomoy Regional School District - Monomoy Regional High School,07120515,ENGLISH LANGUAGE ARTS,106,91,58,50,48,41,5,4,5,4,116,  95.9,  45.0,109
Monomoy Regional School District - Monomoy Regional High School,07120515,MATHEMATICS,97,82,61,52,36,31,14,12,7,6,118,  92.6,  53.0,109
Monomoy Regional School District - Monomoy Regional High School,07120515,SCIENCE AND TECH/ENG,87,80,23,21,64,59,17,16,5,5,109,  91.1,N/A,N/A
Monson - Monson High School,01910505,ENGLISH LANGUAGE ARTS,56,95,28,47,28,47,1,2,2,3,59,  98.7,  52.7,54
Monson - Monson High School,01910505,MATHEMATICS,52,87,29,48,23,38,6,10,2,3,60,  96.7,  42.4,55
Monson - Monson High School,01910505,SCIENCE AND TECH/ENG,49,89,16,29,33,60,4,7,2,4,55,  97.3,N/A,N/A
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,ENGLISH LANGUAGE ARTS,345,95,130,36,215,59,19,5,1,0,365,  98.3,  39.8,327
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,MATHEMATICS,310,85,151,41,159,44,41,11,13,4,364,  93.8,  51.2,323
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,SCIENCE AND TECH/ENG,278,82,87,26,191,57,53,16,6,2,337,  93.2,N/A,N/A
Mount Greylock - Mt Greylock Regional High,07150505,ENGLISH LANGUAGE ARTS,78,96,55,68,23,28,2,2,1,1,81,  98.5,  42.1,70
Mount Greylock - Mt Greylock Regional High,07150505,MATHEMATICS,72,90,50,63,22,28,5,6,3,4,80,  95.6,  50.3,70
Mount Greylock - Mt Greylock Regional High,07150505,SCIENCE AND TECH/ENG,60,80,24,32,36,48,14,19,1,1,75,  91.3,N/A,N/A
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,ENGLISH LANGUAGE ARTS,94,100,70,74,24,26,0,0,0,0,94, 100.0,  60.8,93
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,MATHEMATICS,93,99,75,80,18,19,1,1,0,0,94,  99.7,  71.0,94
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,SCIENCE AND TECH/ENG,88,94,47,50,41,44,6,6,0,0,94,  97.9,N/A,N/A
Nantucket - Nantucket High,01970505,ENGLISH LANGUAGE ARTS,121,89,80,59,41,30,6,4,9,7,136,  95.6,  63.5,105
Nantucket - Nantucket High,01970505,MATHEMATICS,102,76,59,44,43,32,14,10,18,13,134,  89.6,  55.3,104
Nantucket - Nantucket High,01970505,SCIENCE AND TECH/ENG,102,78,58,45,44,34,18,14,10,8,130,  91.9,N/A,N/A
Narragansett - Narragansett Regional High,07200505,ENGLISH LANGUAGE ARTS,80,94,46,54,34,40,4,5,1,1,85,  97.9,  54.8,80
Narragansett - Narragansett Regional High,07200505,MATHEMATICS,71,81,45,51,26,30,13,15,4,5,88,  89.8,  50.0,82
Narragansett - Narragansett Regional High,07200505,SCIENCE AND TECH/ENG,68,82,42,51,26,31,14,17,1,1,83,  92.5,N/A,N/A
Nashoba - Nashoba Regional,07250505,ENGLISH LANGUAGE ARTS,208,97,162,75,46,21,5,2,2,1,215,  98.7,  62.0,201
Nashoba - Nashoba Regional,07250505,MATHEMATICS,203,94,172,79,31,14,11,5,3,1,217,  97.4,  49.6,207
Nashoba - Nashoba Regional,07250505,SCIENCE AND TECH/ENG,188,90,84,40,104,50,18,9,2,1,208,  96.6,N/A,N/A
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,ENGLISH LANGUAGE ARTS,156,93,69,41,87,52,12,7,0,0,168,  98.1,  46.5,162
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,MATHEMATICS,132,80,68,41,64,39,31,19,3,2,166,  92.0,  57.1,160
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,SCIENCE AND TECH/ENG,123,79,49,31,74,47,29,19,4,3,156,  91.0,N/A,N/A
Natick - Natick High,01980505,ENGLISH LANGUAGE ARTS,414,97,285,67,129,30,7,2,4,1,425,  99.2,  43.7,387
Natick - Natick High,01980505,MATHEMATICS,391,92,283,67,108,26,24,6,8,2,423,  97.3,  44.8,386
Natick - Natick High,01980505,SCIENCE AND TECH/ENG,381,93,231,56,150,37,23,6,6,1,410,  97.1,N/A,N/A
Nauset - Nauset Regional High,06600505,ENGLISH LANGUAGE ARTS,213,100,173,81,40,19,0,0,0,0,213, 100.0,  64.4,195
Nauset - Nauset Regional High,06600505,MATHEMATICS,200,94,136,64,64,30,11,5,1,0,212,  98.1,  55.0,196
Nauset - Nauset Regional High,06600505,SCIENCE AND TECH/ENG,178,87,82,40,96,47,26,13,0,0,204,  95.3,N/A,N/A
Needham - Needham High,01990505,ENGLISH LANGUAGE ARTS,395,98,296,73,99,25,7,2,1,0,403,  99.4,  49.3,357
Needham - Needham High,01990505,MATHEMATICS,382,94,318,79,64,16,21,5,2,0,405,  98.0,  50.9,361
Needham - Needham High,01990505,SCIENCE AND TECH/ENG,370,93,219,55,151,38,26,7,0,0,396,  97.9,N/A,N/A
New Bedford - New Bedford High,02010505,ENGLISH LANGUAGE ARTS,306,61,100,20,206,41,95,19,102,20,503,  78.6,  47.1,327
New Bedford - New Bedford High,02010505,MATHEMATICS,223,46,87,18,136,28,130,27,134,28,487,  70.1,  47.3,315
New Bedford - New Bedford High,02010505,SCIENCE AND TECH/ENG,114,29,26,7,88,23,185,47,91,23,390,  64.5,N/A,N/A
New Bedford - Whaling City Junior/Senior High School,02010515,ENGLISH LANGUAGE ARTS,4,40,0,0,4,40,5,50,1,10,10,  77.5, ,7
Newburyport - Newburyport High,02040505,ENGLISH LANGUAGE ARTS,166,97,128,75,38,22,3,2,2,1,171,  99.0,  50.5,148
Newburyport - Newburyport High,02040505,MATHEMATICS,160,94,124,73,36,21,5,3,5,3,170,  97.5,  47.5,148
Newburyport - Newburyport High,02040505,SCIENCE AND TECH/ENG,159,95,99,59,60,36,7,4,2,1,168,  98.4,N/A,N/A
Newton - Newton North High,02070505,ENGLISH LANGUAGE ARTS,485,96,374,74,111,22,11,2,10,2,506,  98.9,  46.8,441
Newton - Newton North High,02070505,MATHEMATICS,464,92,390,77,74,15,27,5,14,3,505,  97.1,  43.5,440
Newton - Newton North High,02070505,SCIENCE AND TECH/ENG,443,91,302,62,141,29,31,6,11,2,485,  97.7,N/A,N/A
Newton - Newton South High,02070510,ENGLISH LANGUAGE ARTS,467,100,339,72,128,27,2,0,0,0,469,  99.8,  46.1,394
Newton - Newton South High,02070510,MATHEMATICS,449,96,385,82,64,14,15,3,3,1,467,  98.4,  52.4,393
Newton - Newton South High,02070510,SCIENCE AND TECH/ENG,412,92,228,51,184,41,34,8,0,0,446,  97.4,N/A,N/A
Norfolk County Agricultural - Norfolk County Agricultural,09150705,ENGLISH LANGUAGE ARTS,122,98,51,41,71,57,2,2,0,0,124,  99.6,  34.8,103
Norfolk County Agricultural - Norfolk County Agricultural,09150705,MATHEMATICS,98,80,44,36,54,44,21,17,3,2,122,  92.2,  41.8,102
Norfolk County Agricultural - Norfolk County Agricultural,09150705,SCIENCE AND TECH/ENG,103,87,52,44,51,43,13,11,3,3,119,  94.7,N/A,N/A
North Adams - Drury High,02090505,ENGLISH LANGUAGE ARTS,56,82,14,21,42,62,6,9,6,9,68,  90.4,  30.7,59
North Adams - Drury High,02090505,MATHEMATICS,35,53,15,23,20,30,23,35,8,12,66,  80.3,  34.3,57
North Adams - Drury High,02090505,SCIENCE AND TECH/ENG,37,57,3,5,34,52,23,35,5,8,65,  82.3,N/A,N/A
North Andover - North Andover High,02110505,ENGLISH LANGUAGE ARTS,309,96,197,61,112,35,13,4,1,0,323,  98.5,  50.7,282
North Andover - North Andover High,02110505,MATHEMATICS,288,89,198,61,90,28,29,9,7,2,324,  95.2,  39.5,284
North Andover - North Andover High,02110505,SCIENCE AND TECH/ENG,271,90,150,50,121,40,30,10,1,0,302,  96.3,N/A,N/A
North Attleborough - North Attleboro High,02120505,ENGLISH LANGUAGE ARTS,270,96,170,60,100,36,6,2,5,2,281,  99.1,  43.7,260
North Attleborough - North Attleboro High,02120505,MATHEMATICS,242,86,182,65,60,21,29,10,11,4,282,  94.9,  53.6,261
North Attleborough - North Attleboro High,02120505,SCIENCE AND TECH/ENG,232,89,117,45,115,44,22,8,8,3,262,  95.7,N/A,N/A
North Brookfield - North Brookfield High,02150505,ENGLISH LANGUAGE ARTS,32,89,14,39,18,50,3,8,1,3,36,  94.4,  37.9,32
North Brookfield - North Brookfield High,02150505,MATHEMATICS,28,78,18,50,10,28,3,8,5,14,36,  86.8,  46.3,32
North Brookfield - North Brookfield High,02150505,SCIENCE AND TECH/ENG,21,60,3,9,18,51,12,34,2,6,35,  83.6,N/A,N/A
North Middlesex - North Middlesex Regional,07350505,ENGLISH LANGUAGE ARTS,197,98,115,57,82,41,4,2,0,0,201,  99.5,  48.8,191
North Middlesex - North Middlesex Regional,07350505,MATHEMATICS,169,84,107,53,62,31,26,13,6,3,201,  94.0,  46.2,191
North Middlesex - North Middlesex Regional,07350505,SCIENCE AND TECH/ENG,159,87,83,46,76,42,23,13,0,0,182,  95.6,N/A,N/A
North Reading - North Reading High,02170505,ENGLISH LANGUAGE ARTS,199,99,117,58,82,41,3,1,0,0,202,  99.5,  47.5,191
North Reading - North Reading High,02170505,MATHEMATICS,177,87,124,61,53,26,23,11,3,1,203,  94.7,  42.5,191
North Reading - North Reading High,02170505,SCIENCE AND TECH/ENG,174,89,96,49,78,40,21,11,1,1,196,  96.0,N/A,N/A
Northampton - Northampton High,02100505,ENGLISH LANGUAGE ARTS,193,95,130,64,63,31,5,2,6,3,204,  97.3,  45.3,166
Northampton - Northampton High,02100505,MATHEMATICS,163,80,123,60,40,20,29,14,13,6,205,  90.6,  57.3,167
Northampton - Northampton High,02100505,SCIENCE AND TECH/ENG,159,84,88,46,71,37,27,14,4,2,190,  93.2,N/A,N/A
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,ENGLISH LANGUAGE ARTS,102,83,23,19,79,64,16,13,5,4,123,  92.9,  42.1,113
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,MATHEMATICS,78,63,35,28,43,35,37,30,8,7,123,  85.0,  61.5,112
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,SCIENCE AND TECH/ENG,77,72,11,10,66,62,26,24,4,4,107,  88.1,N/A,N/A
Northboro-Southboro - Algonquin Regional High,07300505,ENGLISH LANGUAGE ARTS,331,97,265,77,66,19,7,2,4,1,342,  98.6,  62.5,312
Northboro-Southboro - Algonquin Regional High,07300505,MATHEMATICS,310,90,240,70,70,20,20,6,13,4,343,  95.5,  58.7,312
Northboro-Southboro - Algonquin Regional High,07300505,SCIENCE AND TECH/ENG,301,91,187,56,114,34,27,8,3,1,331,  96.7,N/A,N/A
Northbridge - Northbridge High,02140505,ENGLISH LANGUAGE ARTS,100,85,48,41,52,44,14,12,4,3,118,  93.6,  47.8,107
Northbridge - Northbridge High,02140505,MATHEMATICS,88,74,47,39,41,34,23,19,8,7,119,  88.9,  47.0,109
Northbridge - Northbridge High,02140505,SCIENCE AND TECH/ENG,88,77,33,29,55,48,24,21,2,2,114,  91.4,N/A,N/A
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,ENGLISH LANGUAGE ARTS,289,94,102,33,187,61,17,6,2,1,308,  97.8,  48.1,284
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,MATHEMATICS,222,73,99,32,123,40,62,20,22,7,306,  88.2,  51.1,282
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,SCIENCE AND TECH/ENG,206,71,48,16,158,54,85,29,0,0,291,  90.9,N/A,N/A
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,ENGLISH LANGUAGE ARTS,117,91,41,32,76,59,11,9,1,1,129,  96.9,  49.2,108
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,MATHEMATICS,97,75,39,30,58,45,25,19,7,5,129,  89.1,  44.7,111
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,SCIENCE AND TECH/ENG,79,68,16,14,63,54,36,31,2,2,117,  87.8,N/A,N/A
Norton - Norton High,02180505,ENGLISH LANGUAGE ARTS,167,97,126,73,41,24,5,3,1,1,173,  99.0,  59.6,167
Norton - Norton High,02180505,MATHEMATICS,152,89,111,65,41,24,11,6,8,5,171,  94.9,  47.5,166
Norton - Norton High,02180505,SCIENCE AND TECH/ENG,150,89,73,43,77,46,14,8,5,3,169,  95.0,N/A,N/A
Norwell - Norwell High,02190505,ENGLISH LANGUAGE ARTS,181,97,138,74,43,23,4,2,1,1,186,  98.7,  53.4,179
Norwell - Norwell High,02190505,MATHEMATICS,172,92,140,75,32,17,10,5,5,3,187,  96.0,  46.8,178
Norwell - Norwell High,02190505,SCIENCE AND TECH/ENG,167,94,94,53,73,41,10,6,1,1,178,  97.8,N/A,N/A
Norwood - Norwood High,02200505,ENGLISH LANGUAGE ARTS,216,93,100,43,116,50,13,6,4,2,233,  96.6,  37.4,206
Norwood - Norwood High,02200505,MATHEMATICS,177,76,126,54,51,22,41,18,15,6,233,  88.5,  45.7,208
Norwood - Norwood High,02200505,SCIENCE AND TECH/ENG,181,83,73,33,108,49,28,13,10,5,219,  92.4,N/A,N/A
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,ENGLISH LANGUAGE ARTS,142,98,69,48,73,50,3,2,0,0,145,  99.3,  51.2,137
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,MATHEMATICS,131,90,79,54,52,36,12,8,2,1,145,  96.6,  56.5,136
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,SCIENCE AND TECH/ENG,117,85,28,20,89,64,20,14,1,1,138,  94.4,N/A,N/A
Old Rochester - Old Rochester Regional High,07400505,ENGLISH LANGUAGE ARTS,168,95,101,57,67,38,6,3,3,2,177,  98.6,  45.1,159
Old Rochester - Old Rochester Regional High,07400505,MATHEMATICS,157,89,119,68,38,22,15,9,4,2,176,  96.2,  47.5,160
Old Rochester - Old Rochester Regional High,07400505,SCIENCE AND TECH/ENG,134,83,53,33,81,50,26,16,2,1,162,  94.8,N/A,N/A
Oxford - Oxford High,02260505,ENGLISH LANGUAGE ARTS,85,89,39,41,46,48,8,8,3,3,96,  95.6,  43.2,89
Oxford - Oxford High,02260505,MATHEMATICS,66,68,34,35,32,33,23,24,8,8,97,  86.9,  40.1,89
Oxford - Oxford High,02260505,SCIENCE AND TECH/ENG,49,55,12,13,37,42,34,38,6,7,89,  81.5,N/A,N/A
Palmer - Palmer High,02270505,ENGLISH LANGUAGE ARTS,71,89,25,31,46,58,7,9,2,3,80,  95.3,  39.6,77
Palmer - Palmer High,02270505,MATHEMATICS,48,60,26,33,22,28,24,30,8,10,80,  82.8,  41.4,77
Palmer - Palmer High,02270505,SCIENCE AND TECH/ENG,49,67,7,10,42,58,22,30,2,3,73,  87.0,N/A,N/A
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,ENGLISH LANGUAGE ARTS,146,85,44,26,102,60,24,14,1,1,171,  95.5,  46.6,156
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,MATHEMATICS,100,60,42,25,58,35,57,34,11,7,168,  83.6,  51.3,153
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,SCIENCE AND TECH/ENG,86,53,10,6,76,47,72,44,4,2,162,  81.8,N/A,N/A
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,ENGLISH LANGUAGE ARTS,50,83,9,15,41,68,10,17,0,0,60,  94.2,  38.1,48
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,MATHEMATICS,26,42,7,11,19,31,23,37,13,21,62,  69.8,  30.3,48
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,SCIENCE AND TECH/ENG,20,43,0,0,20,43,18,39,8,17,46,  72.3,N/A,N/A
Peabody - Peabody Veterans Memorial High,02290510,ENGLISH LANGUAGE ARTS,276,88,112,36,164,52,23,7,14,4,313,  94.6,  38.6,287
Peabody - Peabody Veterans Memorial High,02290510,MATHEMATICS,228,73,140,45,88,28,47,15,38,12,313,  86.2,  52.0,287
Peabody - Peabody Veterans Memorial High,02290510,SCIENCE AND TECH/ENG,196,66,57,19,139,47,89,30,11,4,296,  86.6,N/A,N/A
Pembroke - Pembroke High School,02310505,ENGLISH LANGUAGE ARTS,186,97,113,59,73,38,5,3,1,1,192,  98.7,  51.5,179
Pembroke - Pembroke High School,02310505,MATHEMATICS,166,87,114,60,52,27,21,11,4,2,191,  95.0,  47.2,180
Pembroke - Pembroke High School,02310505,SCIENCE AND TECH/ENG,165,88,62,33,103,55,21,11,2,1,188,  95.9,N/A,N/A
Pentucket - Pentucket Regional Sr High,07450505,ENGLISH LANGUAGE ARTS,181,97,112,60,69,37,4,2,2,1,187,  99.3,  54.6,173
Pentucket - Pentucket Regional Sr High,07450505,MATHEMATICS,160,85,110,58,50,26,21,11,8,4,189,  93.9,  53.2,171
Pentucket - Pentucket Regional Sr High,07450505,SCIENCE AND TECH/ENG,161,88,83,45,78,42,22,12,1,1,184,  95.8,N/A,N/A
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,ENGLISH LANGUAGE ARTS,16,80,4,20,12,60,4,20,0,0,20,  92.5, ,4
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,MATHEMATICS,9,50,1,6,8,44,5,28,4,22,18,  75.0, ,4
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,SCIENCE AND TECH/ENG,4,40,0,0,4,40,3,30,3,30,10,  65.0,N/A,N/A
Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,ENGLISH LANGUAGE ARTS,12,100,3,25,9,75,0,0,0,0,12, 100.0, ,1
Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,MATHEMATICS,11,100,3,27,8,73,0,0,0,0,11, 100.0, ,1
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,ENGLISH LANGUAGE ARTS,49,96,39,76,10,20,0,0,2,4,51,  97.1,  61.8,47
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,MATHEMATICS,48,94,45,88,3,6,1,2,2,4,51,  97.5,  76.3,47
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,SCIENCE AND TECH/ENG,47,94,41,82,6,12,1,2,2,4,50,  96.5,N/A,N/A
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,ENGLISH LANGUAGE ARTS,56,100,42,75,14,25,0,0,0,0,56, 100.0,  62.2,53
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,MATHEMATICS,53,95,44,79,9,16,3,5,0,0,56,  98.7,  62.5,53
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,SCIENCE AND TECH/ENG,50,93,29,54,21,39,4,7,0,0,54,  97.2,N/A,N/A
Pioneer Valley - Pioneer Valley Regional,07500505,ENGLISH LANGUAGE ARTS,43,96,25,56,18,40,1,2,1,2,45,  97.8,  52.8,38
Pioneer Valley - Pioneer Valley Regional,07500505,MATHEMATICS,38,86,23,52,15,34,4,9,2,5,44,  93.2,  50.7,37
Pioneer Valley - Pioneer Valley Regional,07500505,SCIENCE AND TECH/ENG,36,90,13,33,23,58,3,8,1,3,40,  95.6,N/A,N/A
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,ENGLISH LANGUAGE ARTS,64,93,49,71,15,22,3,4,2,3,69,  97.8,  58.0,59
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,MATHEMATICS,60,87,38,55,22,32,3,4,6,9,69,  96.0,  75.7,58
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,SCIENCE AND TECH/ENG,48,76,19,30,29,46,9,14,6,10,63,  88.5,N/A,N/A
Pittsfield - Pittsfield High,02360505,ENGLISH LANGUAGE ARTS,159,85,99,53,60,32,16,9,12,6,187,  94.3,  61.8,172
Pittsfield - Pittsfield High,02360505,MATHEMATICS,133,72,82,44,51,27,32,17,21,11,186,  87.9,  55.3,170
Pittsfield - Pittsfield High,02360505,SCIENCE AND TECH/ENG,109,67,32,20,77,47,42,26,12,7,163,  87.1,N/A,N/A
Pittsfield - Taconic High,02360510,ENGLISH LANGUAGE ARTS,138,89,46,30,92,59,17,11,0,0,155,  96.6,  41.7,139
Pittsfield - Taconic High,02360510,MATHEMATICS,106,70,45,30,61,40,31,21,14,9,151,  85.8,  38.6,135
Pittsfield - Taconic High,02360510,SCIENCE AND TECH/ENG,99,71,34,24,65,47,40,29,0,0,139,  88.5,N/A,N/A
Plymouth - Plymouth North High,02390505,ENGLISH LANGUAGE ARTS,299,93,135,42,164,51,14,4,7,2,320,  97.0,  41.4,294
Plymouth - Plymouth North High,02390505,MATHEMATICS,217,68,123,39,94,30,80,25,20,6,317,  86.3,  29.7,290
Plymouth - Plymouth North High,02390505,SCIENCE AND TECH/ENG,235,76,73,24,162,52,72,23,3,1,310,  91.5,N/A,N/A
Plymouth - Plymouth South High,02390515,ENGLISH LANGUAGE ARTS,233,91,107,42,126,49,18,7,4,2,255,  96.9,  40.3,245
Plymouth - Plymouth South High,02390515,MATHEMATICS,185,73,101,40,84,33,47,19,22,9,254,  87.7,  34.8,243
Plymouth - Plymouth South High,02390515,SCIENCE AND TECH/ENG,184,77,69,29,115,48,52,22,2,1,238,  91.9,N/A,N/A
