2017-18 Enrollment By Race/Gender Report (School) ,,,,,,,,,,
School Name,School Code,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females
Boston - Franklin D Roosevelt,00350116,  37.1,   1.5,  39.7,  17.9,   0.4,   0.2,   3.1,  52.8,  47.2
Boston - Gardner Pilot Academy,00350326,  11.7,   4.5,  65.6,  13.2,   0.0,   0.2,   4.7,  52.6,  47.4
Boston - George H Conley,00350122,  36.8,   3.3,  40.1,  16.5,   0.0,   0.0,   3.3,  52.8,  47.2
Boston - Greater Egleston Community High School,00350543,  36.2,   0.0,  60.0,   1.0,   1.0,   0.0,   1.9,  48.6,  51.4
Boston - Harvard-Kent,00350200,  23.5,  27.1,  33.4,  12.7,   0.2,   0.2,   3.0,  57.9,  42.1
Boston - Haynes Early Education Center,00350010,  49.5,   4.2,  38.7,   2.8,   0.0,   0.0,   4.7,  53.3,  46.7
Boston - Henry Grew,00350135,  40.9,   2.0,  41.3,  10.2,   0.0,   0.4,   5.1,  44.5,  55.5
Boston - Higginson,00350015,  37.4,   0.6,  57.9,   1.2,   0.6,   0.0,   2.3,  52.6,  47.4
Boston - Higginson/Lewis K-8,00350377,  49.7,   0.3,  42.5,   1.6,   0.3,   0.0,   5.5,  53.9,  46.1
Boston - Horace Mann School for the Deaf,00350750,  33.3,   4.8,  47.6,  10.7,   0.0,   0.0,   3.6,  59.5,  40.5
Boston - Hugh Roe O'Donnell,00350141,   1.6,   2.0,  89.9,   5.3,   0.0,   0.0,   1.2,  51.0,  49.0
Boston - Jackson Mann,00350013,  37.5,  11.6,  39.9,   8.1,   0.3,   0.0,   2.6,  56.7,  43.3
Boston - James Condon Elementary,00350146,  35.0,   7.4,  32.9,  20.3,   0.1,   0.3,   3.9,  51.5,  48.5
Boston - James J Chittick,00350154,  64.4,   1.3,  26.8,   2.9,   0.0,   0.0,   4.6,  54.9,  45.1
Boston - James Otis,00350156,   4.4,   2.0,  68.9,  23.2,   0.0,   0.0,   1.5,  52.1,  47.9
Boston - James P Timilty Middle,00350485,  30.8,   0.6,  64.4,   1.5,   0.0,   0.6,   2.1,  47.4,  52.6
Boston - James W Hennigan,00350153,  28.5,   2.6,  63.1,   4.1,   0.0,   0.0,   1.7,  46.7,  53.3
Boston - Jeremiah E Burke High,00350525,  71.0,   0.6,  24.4,   1.9,   0.2,   0.2,   1.7,  55.1,  44.9
Boston - John D Philbrick,00350172,  47.2,   1.2,  32.5,  17.2,   0.0,   0.0,   1.8,  52.1,  47.9
Boston - John F Kennedy,00350166,  18.1,   1.8,  71.7,   6.4,   0.0,   0.0,   2.0,  49.0,  51.0
Boston - John W McCormack,00350179,  29.1,   4.9,  58.8,   4.9,   0.0,   0.0,   2.4,  53.9,  46.1
Boston - John Winthrop,00350180,  59.3,   1.8,  33.3,   1.8,   0.3,   1.2,   2.1,  48.6,  51.4
Boston - Joseph J Hurley,00350182,   6.9,   1.1,  68.9,  20.3,   0.3,   0.0,   2.5,  51.1,  48.9
Boston - Joseph Lee,00350183,  54.8,   5.7,  27.7,   5.4,   0.2,   0.3,   5.9,  54.2,  45.8
Boston - Joseph P Manning,00350184,  20.4,   3.9,  27.0,  40.1,   0.0,   0.7,   7.9,  47.4,  52.6
Boston - Joseph P Tynan,00350181,  39.1,   9.4,  27.0,  20.2,   0.0,   0.0,   4.3,  59.7,  40.3
Boston - Josiah Quincy,00350286,  14.7,  58.5,  12.1,  10.8,   0.1,   0.0,   3.7,  49.6,  50.4
Boston - Joyce Kilmer,00350190,  15.2,   8.6,  19.5,  51.3,   0.0,   0.2,   5.2,  50.4,  49.6
Boston - King K-8,00350376,  61.2,   0.6,  31.2,   2.9,   0.2,   0.2,   3.7,  49.1,  50.9
Boston - Lee Academy,00350001,  52.5,   7.6,  27.8,   6.3,   0.9,   0.4,   4.5,  53.8,  46.2
Boston - Lilla G. Frederick Middle School,00350383,  44.1,   7.9,  43.9,   1.0,   0.0,   0.0,   3.0,  55.9,  44.1
Boston - Lyndon,00350262,   8.9,   2.2,  29.6,  55.5,   0.0,   0.0,   3.8,  52.1,  47.9
Boston - Lyon K-8,00350004,  20.6,   9.9,  32.8,  29.0,   0.0,   0.0,   7.6,  55.7,  44.3
Boston - Lyon Upper 9-12,00350655,  20.2,   6.5,  35.5,  30.6,   0.8,   0.0,   6.5,  55.6,  44.4
Boston - Madison Park High,00350537,  36.7,   1.3,  57.5,   2.0,   0.2,   0.2,   2.1,  58.0,  42.0
Boston - Manassah E Bradley,00350215,   4.1,   6.4,  52.2,  34.6,   0.0,   0.0,   2.7,  53.2,  46.8
Boston - Margarita Muniz Academy,00350549,   2.3,   0.0,  96.3,   1.0,   0.0,   0.0,   0.3,  42.3,  57.7
Boston - Mario Umana Academy,00350656,   3.2,   2.3,  87.3,   6.6,   0.0,   0.1,   0.6,  52.6,  47.4
Boston - Mather,00350227,  38.7,  32.6,  16.3,   5.9,   0.5,   0.0,   6.1,  49.8,  50.2
Boston - Mattapan Early Elementary School,00350016,  65.2,   0.3,  26.2,   5.9,   0.7,   0.0,   1.7,  61.7,  38.3
Boston - Maurice J Tobin,00350229,  32.4,   1.2,  61.1,   2.3,   0.2,   0.2,   2.6,  47.8,  52.2
Boston - Michael J Perkins,00350231,  42.7,   2.8,  39.9,   9.6,   0.9,   0.0,   4.1,  44.0,  56.0
Boston - Mildred Avenue K-8,00350378,  67.5,   0.9,  25.8,   2.0,   1.5,   0.0,   2.4,  50.7,  49.3
Boston - Mission Hill School,00350382,  23.2,   0.8,  35.7,  34.0,   0.4,   0.4,   5.4,  58.5,  41.5
Boston - Mozart,00350237,  24.0,   3.9,  24.0,  39.7,   1.1,   0.0,   7.3,  59.2,  40.8
Boston - Nathan Hale,00350243,  49.4,   6.3,  31.6,   6.3,   0.0,   0.0,   6.3,  46.2,  53.8
Boston - New Mission High School,00350542,  59.9,   1.0,  35.2,   2.3,   0.0,   0.0,   1.5,  52.3,  47.7
Boston - O W Holmes,00350138,  58.8,   3.2,  28.8,   2.9,   0.0,   0.6,   5.8,  51.0,  49.0
Boston - O'Bryant School Math/Science,00350575,  33.2,  21.2,  32.5,  10.3,   0.3,   0.2,   2.3,  43.7,  56.3
Boston - Oliver Hazard Perry,00350255,  21.4,   0.9,  14.5,  60.5,   0.0,   0.0,   2.7,  56.8,  43.2
Boston - Orchard Gardens,00350257,  50.9,   1.3,  42.3,   1.9,   0.8,   0.4,   2.3,  51.0,  49.0
Boston - Patrick J Kennedy,00350264,   2.6,   2.6,  88.5,   5.9,   0.0,   0.0,   0.3,  54.4,  45.6
Boston - Paul A Dever,00350268,  25.3,   6.2,  61.0,   5.1,   0.6,   0.3,   1.7,  52.8,  47.2
Boston - Pauline Agassiz Shaw Elementary School,00350014,  64.5,   2.3,  24.6,   2.7,   0.0,   0.0,   5.9,  50.4,  49.6
Boston - Phineas Bates,00350278,  31.7,   5.7,  37.4,  21.8,   0.0,   0.0,   3.4,  50.8,  49.2
Boston - Quincy Upper School,00350565,  21.3,  48.1,  22.9,   4.9,   0.2,   0.0,   2.6,  52.1,  47.9
Boston - Rafael Hernandez,00350691,   3.1,   0.3,  88.4,   6.2,   0.0,   0.0,   2.1,  47.6,  52.4
Boston - Richard J Murphy,00350240,  18.4,  41.9,  21.6,  14.3,   0.5,   0.3,   3.0,  53.2,  46.8
Boston - Roger Clap,00350298,  38.2,   5.1,  31.2,  22.9,   0.0,   0.0,   2.5,  47.1,  52.9
Boston - Samuel Adams,00350302,   4.1,   1.4,  75.6,  17.9,   0.3,   0.0,   0.7,  49.5,  50.5
Boston - Samuel W Mason,00350304,  48.3,   2.1,  34.7,   6.2,   2.1,   0.8,   5.8,  56.2,  43.8
Boston - Sarah Greenwood,00350308,  23.6,   0.2,  72.9,   0.7,   0.0,   0.2,   2.2,  54.0,  46.0
Boston - Snowden International School at Copley,00350690,  34.0,   6.5,  49.5,   6.3,   0.5,   0.7,   2.5,  48.6,  51.4
Boston - TechBoston Academy,00350657,  64.9,   3.3,  26.3,   2.0,   0.3,   0.2,   3.1,  55.9,  44.1
Boston - The English High,00350535,  41.7,   1.5,  54.9,   1.3,   0.0,   0.0,   0.6,  57.3,  42.7
Boston - Thomas J Kenny,00350328,  36.9,  15.4,  22.5,  20.0,   0.3,   0.0,   4.9,  52.3,  47.7
Boston - UP Academy Holland,00350167,  44.5,   6.7,  43.4,   1.7,   0.3,   0.0,   3.4,  49.6,  50.4
Boston - Urban Science Academy,00350579,  51.3,   0.0,  39.3,   6.4,   0.5,   0.0,   2.6,  61.2,  38.5
Boston - Warren-Prescott,00350346,  12.1,   5.3,  26.9,  51.0,   0.0,   0.2,   4.5,  53.7,  46.3
Boston - Washington Irving Middle,00350445,  42.4,   1.6,  47.0,   5.9,   0.9,   0.0,   2.2,  48.9,  51.1
Boston - West Roxbury Academy,00350658,  49.9,   2.7,  37.9,   6.7,   0.4,   0.4,   1.9,  54.3,  45.7
Boston - William E Russell,00350366,  31.9,  13.2,  49.5,   2.5,   0.7,   0.2,   2.0,  50.2,  49.8
Boston - William Ellery Channing,00350360,  49.1,   2.3,  39.4,   6.0,   0.0,   0.5,   2.8,  47.2,  52.8
Boston - William H Ohrenberger,00350258,  28.2,   4.0,  41.4,  23.1,   0.0,   0.0,   3.2,  52.9,  47.1
Boston - William McKinley,00350363,  53.8,   1.7,  34.9,   6.5,   0.6,   0.0,   2.5,  75.5,  24.5
Boston - William Monroe Trotter,00350370,  57.5,   0.8,  34.3,   2.5,   0.0,   0.8,   4.2,  52.2,  47.8
Boston - Winship Elementary,00350374,  17.2,  14.5,  32.6,  29.9,   0.0,   0.0,   5.9,  54.8,  45.2
Boston - Young Achievers,00350380,  50.6,   0.0,  45.8,   1.2,   0.2,   0.0,   2.1,  54.5,  45.5
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,  29.4,   2.0,  18.3,  47.4,   0.6,   0.0,   2.3,  48.7,  51.3
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,  45.0,   1.2,  43.6,   5.4,   0.5,   0.0,   4.2,  46.5,  53.5
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,  50.3,   2.3,  37.6,   7.2,   0.4,   0.0,   2.1,  52.9,  47.1
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,  67.0,   0.9,  28.1,   1.9,   0.0,   0.2,   1.9,  51.8,  48.2
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,  62.3,   0.3,  32.2,   1.5,   0.1,   0.0,   3.6,  47.9,  52.1
Bourne - Bourne High School,00360505,   2.5,   1.7,   5.0,  87.9,   0.2,   0.2,   2.5,  47.1,  52.9
Bourne - Bourne Middle School,00360325,   1.3,   2.0,   3.1,  89.9,   1.2,   0.0,   2.5,  49.6,  50.4
Bourne - Bournedale Elementary School,00360005,   2.0,   0.2,   4.0,  89.1,   1.3,   0.2,   3.1,  53.0,  47.0
Bourne - Peebles Elementary School,00360010,   2.4,   2.4,   7.4,  82.3,   1.2,   0.3,   4.1,  47.5,  52.5
Boxford - Harry Lee Cole,00380005,   0.0,   3.3,   2.4,  87.9,   0.3,   0.0,   6.0,  53.8,  46.2
Boxford - Spofford Pond,00380013,   0.8,   4.6,   1.5,  90.7,   0.0,   0.0,   2.3,  49.5,  50.5
Boylston - Boylston Elementary,00390005,   2.0,   5.0,   5.4,  82.6,   0.3,   0.0,   4.7,  47.2,  52.8
Braintree - Archie T Morrison,00400033,   9.8,  15.3,   4.5,  68.2,   0.2,   0.2,   1.7,  51.0,  49.0
Braintree - Braintree High,00400505,   5.6,  15.2,   4.3,  73.9,   0.1,   0.0,   0.9,  50.6,  49.4
Braintree - Donald Ross,00400050,   7.0,  19.3,   9.1,  62.5,   0.7,   0.0,   1.4,  51.9,  48.1
Braintree - East Middle School,00400305,   5.7,  14.8,   5.0,  72.2,   0.6,   0.0,   1.7,  50.8,  49.1
Braintree - Highlands,00400015,   2.4,  15.8,   2.1,  79.0,   0.5,   0.0,   0.2,  47.6,  52.4
Braintree - Hollis,00400005,   3.5,  19.9,   5.3,  68.8,   0.2,   0.0,   2.3,  49.8,  50.2
Braintree - Liberty,00400025,   2.2,  25.7,   3.9,  66.1,   0.0,   0.2,   2.0,  50.0,  50.0
Braintree - Mary E Flaherty School,00400020,   3.7,  23.3,   4.0,  65.8,   0.5,   0.0,   2.7,  48.0,  52.0
Braintree - Monatiquot Kindergarten Center,00400009,   4.4,  18.4,   5.2,  70.0,   0.0,   0.4,   1.6,  59.6,  40.4
Braintree - South Middle School,00400310,   2.9,  16.1,   4.5,  75.8,   0.2,   0.0,   0.6,  48.8,  51.2
Brewster - Eddy Elementary,00410010,   2.1,   2.1,   6.2,  86.0,   0.0,   0.0,   3.7,  48.8,  51.2
Brewster - Stony Brook Elementary,00410005,   3.0,   0.0,   5.1,  86.8,   0.0,   0.0,   5.1,  51.3,  48.7
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,  64.9,   1.3,  29.9,   0.6,   0.0,   0.3,   2.9,  48.7,  51.3
Bridgewater-Raynham - Bridgewater Middle School,06250320,   2.7,   1.4,   0.0,  91.8,   0.2,   0.2,   3.7,  55.9,  44.1
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,   4.4,   2.2,   0.1,  89.0,   0.0,   0.2,   4.2,  48.1,  51.9
Bridgewater-Raynham - Laliberte Elementary School,06250050,   6.3,   2.4,   0.0,  88.0,   0.2,   0.0,   3.1,  49.8,  50.2
Bridgewater-Raynham - Merrill Elementary School,06250020,   4.5,   1.9,   0.0,  91.0,   0.0,   0.0,   2.6,  51.6,  48.4
Bridgewater-Raynham - Mitchell Elementary School,06250002,   5.0,   1.4,   0.0,  90.3,   0.0,   0.1,   3.1,  53.7,  46.3
Bridgewater-Raynham - Raynham Middle School,06250315,   3.3,   2.0,   2.1,  88.7,   0.0,   0.2,   3.8,  53.5,  46.5
Bridgewater-Raynham - Therapeutic Day School,06250415,   6.3,   0.0,   0.0,  87.5,   0.0,   0.0,   6.3,  56.3,  43.8
Bridgewater-Raynham - Williams Intermediate School,06250300,   5.6,   1.1,   0.0,  87.0,   0.1,   0.2,   5.9,  52.9,  47.1
Brimfield - Brimfield Elementary,00430005,   2.4,   1.4,   1.4,  94.4,   0.3,   0.0,   0.0,  50.7,  49.3
Bristol County Agricultural - Bristol County Agricultural High,09100705,   1.1,   0.0,   4.2,  92.1,   0.0,   0.0,   2.6,  28.7,  70.8
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,   3.4,   0.7,   7.0,  85.5,   0.5,   0.0,   2.9,  56.6,  43.2
Brockton - Ashfield Middle School,00440421,  45.6,   2.2,  12.3,  35.7,   0.4,   0.2,   3.6,  52.2,  47.8
Brockton - Barrett Russell Early Childhood Center,00440008,  55.3,   0.8,   9.7,  27.8,   0.0,   0.0,   6.3,  60.3,  39.7
Brockton - Brockton Champion High School,00440515,  41.5,   0.6,  22.7,  30.7,   0.6,   0.0,   4.0,  56.3,  43.8
Brockton - Brockton High,00440505,  62.4,   2.6,  12.5,  18.2,   0.4,   0.2,   3.7,  51.9,  48.1
Brockton - Brookfield,00440010,  58.4,   1.7,   9.4,  25.8,   0.2,   0.3,   4.2,  53.6,  46.4
Brockton - Downey,00440110,  52.8,   1.3,  18.3,  20.3,   0.6,   0.3,   6.4,  56.4,  43.6
Brockton - Dr W Arnone Community School,00440001,  64.0,   0.1,  16.7,  11.1,   0.8,   0.0,   7.2,  56.0,  44.0
Brockton - East Middle School,00440405,  69.9,   1.2,   9.6,  15.6,   0.0,   0.2,   3.5,  54.1,  45.9
Brockton - Edgar B Davis,00440023,  62.6,   0.3,  15.2,  15.2,   0.5,   0.4,   5.9,  49.6,  50.4
Brockton - Edison Academy,00440520,  79.6,   0.5,  10.2,   8.2,   0.0,   0.0,   1.5,  52.6,  47.4
Brockton - Frederick Douglass Academy,00440080,  76.5,   0.0,  14.7,   5.9,   0.0,   0.0,   2.9,  70.6,  29.4
Brockton - Gilmore Elementary School,00440055,  76.7,   0.2,  12.7,   5.4,   0.5,   0.0,   4.5,  52.0,  48.0
Brockton - Hancock,00440045,  48.6,   3.3,   7.3,  35.1,   0.5,   0.3,   5.0,  48.4,  51.6
Brockton - Huntington Therapeutic Day School,00440400,  43.1,   0.0,  19.0,  31.0,   0.0,   0.0,   6.9,  72.4,  27.6
Brockton - John F Kennedy,00440017,  48.7,   3.9,  10.6,  29.0,   0.0,   0.0,   7.8,  50.1,  49.9
Brockton - Joseph F. Plouffe Academy,00440422,  38.9,   2.8,  28.6,  23.8,   0.1,   0.1,   5.7,  45.6,  54.4
Brockton - Louis F Angelo Elementary,00440065,  55.2,   7.0,  12.3,  20.5,   0.8,   0.1,   4.0,  51.7,  48.3
Brockton - Manthala George Jr. School,00440003,  36.6,   0.7,  45.2,  12.1,   1.0,   0.1,   4.3,  50.5,  49.5
Brockton - Mary E. Baker School,00440002,  53.5,   1.5,  14.5,  26.4,   0.1,   0.0,   4.0,  52.3,  47.7
Brockton - North Middle School,00440410,  72.2,   2.2,  13.7,   8.3,   0.3,   0.3,   3.0,  55.0,  45.0
Brockton - Oscar F Raymond,00440078,  76.1,   0.9,   9.1,   9.3,   0.4,   0.0,   4.2,  50.2,  49.8
Brockton - South Middle School,00440415,  51.7,   2.2,  18.6,  20.2,   0.0,   0.2,   7.0,  51.5,  48.5
Brockton - West Middle School,00440420,  54.8,   3.5,  15.1,  22.0,   0.2,   0.3,   4.2,  51.5,  48.5
Brooke Charter School (District) - Brooke Charter School,04280305,  54.3,   1.8,  37.4,   4.7,   0.2,   0.0,   1.6,  48.6,  51.4
Brookfield - Brookfield Elementary,00450005,   0.3,   0.0,   4.5,  90.7,   0.3,   0.0,   4.2,  49.8,  50.2
Brookline - Brookline Early Education Program at Beacon,00460001,   3.3,  26.7,   5.0,  50.0,   0.0,   0.0,  15.0,  45.0,  55.0
Brookline - Brookline Early Education Program at Putterham,00460002,   8.3,  26.7,  11.7,  41.7,   0.0,   0.0,  11.7,  56.7,  43.3
Brookline - Brookline High,00460505,   7.0,  17.1,  11.6,  55.6,   0.0,   0.1,   8.7,  50.2,  49.7
Brookline - Edith C Baker,00460005,   5.9,  27.4,   9.4,  48.4,   0.0,   0.1,   8.7,  51.4,  48.6
Brookline - Edward Devotion,00460015,   5.2,  12.7,  13.0,  58.9,   0.0,   0.0,  10.1,  52.8,  47.2
Brookline - Heath,00460025,   3.9,  16.1,   9.2,  61.4,   0.0,   0.0,   9.4,  49.2,  50.8
Brookline - John D Runkle,00460045,   2.7,  15.5,  10.2,  60.8,   0.0,   0.0,  10.8,  53.1,  46.9
Brookline - Lawrence,00460030,   6.1,  30.2,   8.9,  46.7,   0.0,   0.1,   8.0,  52.6,  47.4
Brookline - Michael Driscoll,00460020,   5.2,  16.2,   8.1,  56.8,   0.0,   0.0,  13.7,  53.4,  46.6
Brookline - Pierce,00460040,   4.1,  23.2,  10.1,  53.8,   0.0,   0.0,   8.8,  49.1,  50.9
Brookline - The Lynch Center,00460060,  12.1,  19.0,  19.0,  27.6,   0.0,   0.0,  22.4,  53.4,  46.6
Brookline - William H Lincoln,00460035,  10.2,  22.5,  11.9,  48.3,   0.2,   0.0,   6.9,  48.6,  51.4
Burlington - Burlington High,00480505,   5.5,  14.9,   5.6,  70.0,   0.6,   0.1,   3.2,  49.7,  50.3
Burlington - Fox Hill,00480007,   5.8,  24.8,   5.5,  59.6,   0.0,   0.0,   4.3,  51.6,  48.4
Burlington - Francis Wyman Elementary,00480035,  10.2,  20.0,   7.6,  58.3,   0.2,   0.0,   3.7,  51.0,  49.0
Burlington - Marshall Simonds Middle,00480303,   6.0,  13.4,   5.7,  71.0,   0.4,   0.0,   3.5,  51.1,  48.9
Burlington - Memorial,00480015,   4.2,  18.2,   6.4,  64.6,   0.2,   0.0,   6.4,  49.4,  50.6
Burlington - Pine Glen Elementary,00480020,   2.6,  15.2,   4.8,  72.6,   0.0,   0.0,   4.8,  48.1,  51.9
Cambridge - Amigos School,00490006,   4.8,   3.5,  43.8,  38.5,   0.0,   0.0,   9.3,  44.8,  55.2
Cambridge - Cambridge Rindge and Latin,00490506,  30.2,  11.5,  13.7,  38.2,   0.5,   0.2,   5.8,  52.1,  47.9
Cambridge - Cambridge Street Upper School,00490305,  28.2,   6.5,  21.8,  33.5,   0.4,   0.8,   8.9,  50.0,  50.0
Cambridge - Cambridgeport,00490007,  19.6,   9.4,   8.2,  51.8,   0.3,   0.0,  10.8,  53.5,  46.5
Cambridge - Fletcher/Maynard Academy,00490090,  49.3,   8.4,  15.5,  19.6,   0.3,   0.0,   6.8,  53.7,  46.3
Cambridge - Graham and Parks,00490080,  19.1,  19.6,   4.4,  52.2,   0.0,   0.0,   4.7,  48.6,  51.4
Cambridge - Haggerty,00490020,  20.6,  16.0,   7.0,  45.1,   0.0,   0.0,  11.3,  51.4,  48.6
Cambridge - John M Tobin,00490065,  26.3,  15.0,   9.2,  39.2,   0.7,   0.0,   9.6,  53.2,  46.8
Cambridge - Kennedy-Longfellow,00490040,  20.1,  24.2,  17.4,  29.7,   0.0,   0.3,   8.2,  53.9,  46.1
Cambridge - King Open,00490035,  19.8,  10.6,  15.8,  44.4,   0.6,   0.0,   8.8,  52.3,  47.7
Cambridge - Maria L. Baldwin,00490005,  14.8,   9.6,  11.8,  52.5,   0.3,   0.0,  11.0,  50.8,  49.2
Cambridge - Martin Luther King Jr.,00490030,  24.4,  22.0,   5.8,  29.6,   0.0,   0.0,  18.3,  49.7,  50.3
Cambridge - Morse,00490045,  22.5,  12.4,  12.1,  41.5,   0.7,   0.3,  10.5,  53.6,  46.4
Cambridge - Peabody,00490050,  23.5,  13.0,   6.8,  49.5,   0.0,   0.0,   7.1,  48.3,  51.7
Cambridge - Putnam Avenue Upper School,00490310,  35.0,  10.6,  17.9,  25.9,   0.4,   0.4,   9.9,  51.0,  49.0
Cambridge - Rindge Avenue Upper School,00490315,  29.2,   9.7,   7.5,  44.9,   0.4,   0.4,   7.9,  47.9,  52.1
Cambridge - Vassal Lane Upper School,00490320,  25.6,  15.7,   8.5,  42.7,   0.0,   0.4,   7.1,  41.3,  58.7
Canton - Canton High,00500505,  10.1,  10.5,   4.4,  70.9,   0.0,   0.1,   4.1,  49.0,  50.7
Canton - Dean S Luce,00500020,   9.0,  12.0,   5.2,  67.1,   0.0,   0.8,   5.8,  49.7,  50.3
Canton - John F Kennedy,00500017,   6.0,  11.9,   4.2,  73.2,   0.0,   0.0,   4.7,  53.0,  47.0
Canton - Lt Peter M Hansen,00500012,  13.5,  11.6,   5.7,  62.9,   0.0,   0.2,   6.1,  49.9,  50.1
Canton - Rodman Early Childhood Center,00500010,  10.2,   9.1,  10.2,  63.6,   0.0,   0.0,   6.8,  63.6,  36.4
Canton - Wm H Galvin Middle,00500305,  11.5,   8.6,   5.3,  70.4,   0.0,   0.1,   4.1,  48.6,  51.4
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,   2.9,   0.8,   4.1,  86.4,   0.0,   0.0,   5.8,  45.5,  54.5
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,   6.3,   0.7,   9.7,  76.3,   1.9,   0.2,   5.1,  64.1,  35.9
Carlisle - Carlisle School,00510025,   0.5,  11.4,   3.6,  75.6,   0.0,   0.0,   8.9,  54.6,  45.4
Carver - Carver Elementary School,00520015,   1.1,   0.5,   1.4,  96.0,   0.3,   0.0,   0.6,  48.9,  51.1
Carver - Carver Middle/High School,00520405,   1.1,   0.3,   1.3,  95.6,   0.1,   0.1,   1.5,  50.5,  49.5
Central Berkshire - Becket Washington School,06350005,   0.0,   0.0,   1.6,  95.2,   0.0,   0.0,   3.2,  53.6,  46.4
Central Berkshire - Craneville,06350025,   0.2,   2.4,   4.1,  88.3,   0.5,   0.0,   4.4,  54.9,  45.1
Central Berkshire - Kittredge,06350035,   1.3,   1.3,   3.3,  90.7,   0.0,   0.0,   3.3,  48.0,  52.0
Central Berkshire - Nessacus Regional Middle School,06350305,   0.5,   0.5,   1.8,  93.2,   0.0,   0.0,   3.9,  52.5,  47.5
Central Berkshire - Wahconah Regional High,06350505,   1.1,   1.1,   3.9,  91.4,   0.2,   0.0,   2.2,  49.2,  50.8
Chelmsford - Byam School,00560030,   1.8,  11.1,   5.9,  76.1,   0.6,   0.0,   4.5,  52.2,  47.8
Chelmsford - Center Elementary School,00560005,   2.9,  15.1,   5.1,  72.7,   0.2,   0.2,   3.8,  47.7,  52.3
Chelmsford - Charles D Harrington,00560025,   4.5,  18.6,   9.9,  63.4,   0.0,   0.0,   3.6,  54.7,  45.3
Chelmsford - Chelmsford High,00560505,   2.9,  12.6,   3.4,  79.0,   0.0,   0.1,   2.0,  49.5,  50.5
Chelmsford - Col Moses Parker School,00560305,   1.8,  15.9,   5.6,  75.0,   0.1,   0.0,   1.5,  52.3,  47.7
Chelmsford - Community Education Center,00560001,   3.0,  23.5,   6.8,  63.6,   0.8,   0.0,   2.3,  60.6,  39.4
Chelmsford - McCarthy Middle School,00560310,   3.6,  13.5,   5.1,  74.5,   0.0,   0.2,   3.1,  52.2,  47.8
Chelmsford - South Row,00560015,   2.7,  17.0,   6.2,  70.3,   0.0,   0.0,   3.7,  53.6,  46.4
Chelsea - Chelsea High,00570505,   6.0,   2.1,  86.7,   4.6,   0.0,   0.1,   0.4,  53.4,  46.6
Chelsea - Clark Avenue School,00570050,   3.1,   0.9,  90.1,   4.5,   0.5,   0.0,   0.9,  54.2,  45.8
Chelsea - Edgar A Hooks Elementary,00570030,   6.9,   0.7,  80.5,  10.2,   0.3,   0.0,   1.4,  54.1,  45.9
Chelsea - Eugene Wright Science and Technology Academy,00570045,   5.4,   0.9,  83.7,   8.0,   0.2,   0.0,   1.7,  53.1,  46.9
Chelsea - Frank M Sokolowski Elementary,00570040,   6.2,   0.9,  84.3,   7.0,   0.0,   0.0,   1.6,  53.2,  46.8
Chelsea - George F. Kelly Elementary,00570035,   2.7,   0.5,  92.5,   3.3,   0.0,   0.0,   0.9,  50.1,  49.9
Chelsea - Joseph A. Browne School,00570055,   3.9,   1.8,  88.8,   5.2,   0.0,   0.0,   0.3,  50.1,  49.9
Chelsea - Shurtleff Early Childhood,00570003,   4.8,   1.0,  84.7,   8.7,   0.0,   0.0,   0.7,  49.7,  50.3
Chelsea - William A Berkowitz Elementary,00570025,   5.3,   1.0,  84.9,   8.2,   0.0,   0.2,   0.4,  55.5,  44.5
